1.528130000000000109e+03,0.000000000000000000e+00,9.992500000000000000e+02,1.372589999999999918e+03,4.473399999999999750e+02,3.164100000000000250e+02,1.327240000000000009e+03,2.145389999999999873e+03,1.229930000000000064e+03,8.094800000000000182e+02,9.760199999999999818e+02,1.688970000000000027e+03,2.026940000000000055e+03,8.853200000000000500e+02,1.710990000000000009e+03,7.733300000000000409e+02,1.445700000000000045e+03,7.381000000000000227e+02,7.215499999999999545e+02,1.797750000000000000e+03,3.294599999999999795e+02,1.620960000000000036e+03,4.892799999999999727e+02,8.266599999999999682e+02
1.497609999999999900e+03,9.992500000000000000e+02,0.000000000000000000e+00,6.516200000000000045e+02,1.293400000000000091e+03,6.890599999999999454e+02,3.540299999999999727e+02,1.315160000000000082e+03,2.545099999999999909e+02,1.735009999999999991e+03,1.204000000000000000e+03,9.299700000000000273e+02,1.867690000000000055e+03,8.407200000000000273e+02,1.607990000000000009e+03,5.019700000000000273e+02,8.769600000000000364e+02,2.803399999999999750e+02,1.181670000000000073e+03,1.319619999999999891e+03,1.318670000000000073e+03,8.103799999999999955e+02,5.236100000000000136e+02,5.160599999999999454e+02
1.062890000000000100e+03,1.372589999999999918e+03,6.516200000000000045e+02,0.000000000000000000e+00,1.769690000000000055e+03,1.131519999999999982e+03,7.666699999999999591e+02,7.732000000000000455e+02,4.897599999999999909e+02,2.178849999999999909e+03,1.836200000000000045e+03,3.187200000000000273e+02,1.314299999999999955e+03,6.966100000000000136e+02,2.253260000000000218e+03,6.018700000000000045e+02,2.612900000000000205e+02,7.210800000000000409e+02,1.171339999999999918e+03,1.903660000000000082e+03,1.697829999999999927e+03,1.280880000000000109e+03,9.148099999999999454e+02,1.159849999999999909e+03
1.968420000000000073e+03,4.473399999999999750e+02,1.293400000000000091e+03,1.769690000000000055e+03,0.000000000000000000e+00,6.397699999999999818e+02,1.571539999999999964e+03,2.534719999999999800e+03,1.544170000000000073e+03,4.456200000000000045e+02,7.444400000000000546e+02,2.088420000000000073e+03,2.469710000000000036e+03,1.331460000000000036e+03,1.497559999999999945e+03,1.186369999999999891e+03,1.869950000000000045e+03,1.076819999999999936e+03,1.137380000000000109e+03,1.740390000000000100e+03,2.966800000000000068e+02,1.742250000000000000e+03,8.553200000000000500e+02,9.461200000000000045e+02
1.498789999999999964e+03,3.164100000000000250e+02,6.890599999999999454e+02,1.131519999999999982e+03,6.397699999999999818e+02,0.000000000000000000e+00,1.011309999999999945e+03,1.894950000000000045e+03,9.279199999999999591e+02,1.064759999999999991e+03,8.942899999999999636e+02,1.450119999999999891e+03,1.975380000000000109e+03,7.885599999999999454e+02,1.565190000000000055e+03,5.639299999999999500e+02,1.247609999999999900e+03,4.432599999999999909e+02,8.111100000000000136e+02,1.556509999999999991e+03,6.296299999999999955e+02,1.316589999999999918e+03,2.169799999999999898e+02,5.452899999999999636e+02
1.757539999999999964e+03,1.327240000000000009e+03,3.540299999999999727e+02,7.666699999999999591e+02,1.571539999999999964e+03,1.011309999999999945e+03,0.000000000000000000e+00,1.238380000000000109e+03,2.879700000000000273e+02,2.017170000000000073e+03,1.326329999999999927e+03,9.551299999999999955e+02,2.071750000000000000e+03,1.157890000000000100e+03,1.558519999999999982e+03,8.380000000000000000e+02,1.025900000000000091e+03,6.330499999999999545e+02,1.529690000000000055e+03,1.143400000000000091e+03,1.635539999999999964e+03,5.216799999999999500e+02,8.688700000000000045e+02,6.677999999999999545e+02
1.469289999999999964e+03,2.145389999999999873e+03,1.315160000000000082e+03,7.732000000000000455e+02,2.534719999999999800e+03,1.894950000000000045e+03,1.238380000000000109e+03,0.000000000000000000e+00,1.073359999999999900e+03,2.950110000000000127e+03,2.513690000000000055e+03,4.626000000000000227e+02,1.449960000000000036e+03,1.413369999999999891e+03,2.792409999999999854e+03,1.374910000000000082e+03,7.768300000000000409e+02,1.465609999999999900e+03,1.882220000000000027e+03,2.314190000000000055e+03,2.471019999999999982e+03,1.626559999999999945e+03,1.680000000000000000e+03,1.823720000000000027e+03
1.471779999999999973e+03,1.229930000000000064e+03,2.545099999999999909e+02,4.897599999999999909e+02,1.544170000000000073e+03,9.279199999999999591e+02,2.879700000000000273e+02,1.073359999999999900e+03,0.000000000000000000e+00,1.983750000000000000e+03,1.440339999999999918e+03,7.201200000000000045e+02,1.785329999999999927e+03,9.000099999999999909e+02,1.779930000000000064e+03,6.101699999999999591e+02,7.446299999999999955e+02,4.922500000000000000e+02,1.307509999999999991e+03,1.414160000000000082e+03,1.554819999999999936e+03,8.096499999999999773e+02,7.427899999999999636e+02,7.504900000000000091e+02
2.230420000000000073e+03,8.094800000000000182e+02,1.735009999999999991e+03,2.178849999999999909e+03,4.456200000000000045e+02,1.064759999999999991e+03,2.017170000000000073e+03,2.950110000000000127e+03,1.983750000000000000e+03,0.000000000000000000e+00,1.052950000000000045e+03,2.496389999999999873e+03,2.734599999999999909e+03,1.669430000000000064e+03,1.753970000000000027e+03,1.582160000000000082e+03,2.253980000000000018e+03,1.507549999999999955e+03,1.373809999999999945e+03,2.099289999999999964e+03,5.026100000000000136e+02,2.171650000000000091e+03,1.273880000000000109e+03,1.386079999999999927e+03
2.391059999999999945e+03,9.760199999999999818e+02,1.204000000000000000e+03,1.836200000000000045e+03,7.444400000000000546e+02,8.942899999999999636e+02,1.326329999999999927e+03,2.513690000000000055e+03,1.440339999999999918e+03,1.052950000000000045e+03,0.000000000000000000e+00,2.131199999999999818e+03,2.859320000000000164e+03,1.672690000000000055e+03,7.566100000000000136e+02,1.391359999999999900e+03,2.022759999999999991e+03,1.138609999999999900e+03,1.673740000000000009e+03,1.051390000000000100e+03,1.020759999999999991e+03,1.265789999999999964e+03,1.052759999999999991e+03,6.901200000000000045e+02
